Country Name,Country Code,Series,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Mauritania,MRT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,1.5858,..,1.72203,..,2.10684,2.27715,2.36501,1.9508,..,1.95851,..,..,..,..,2.33102,2.15821,2.29354,..,..,1.94406,..,..,1.89546,..,..,..,..,..,..
Mauritania,MRT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,51.20768,..,..,..,..,..,..,45.50378,..,..,..,..,..,..,..,..,..,53.49759,..,..,..,..,..,..,..,..
Mauritius,MUS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,3472,9004,..,8637,7385,6232,3550,2507,143,360,292,598,824,1151,2153,775,715,734,454,1090,1209,1338,4732,2305,1229,1063,1426,1008,1156,1209,..,..,..,..,..,..
Mauritius,MUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,111.77857,110.80403,107.38745,105.19423,104.42218,104.84759,105.92681,106.28909,106.20351,105.40658,104.56011,102.36981,101.50146,101.41462,102.04204,103.22554,103.93523,103.58749,103.788,102.78846,102.78602,102.98938,102.99839,101.95505,102.44734,102.92054,102.45341,101.52524,101.1076,99.52056,..,..,..,..,..,..
Mauritius,MUS,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,87.21165,87.57449,88.88966,91.00277,93.49789,96.98493,96.91142,98.47419,101.12585,102.72644,101.97152,101.6881,99.61371,100.29964,101.77864,107.64265,112.86278,110.52513,112.48355,112.23558,113.7676,116.35214,..,..,..,..,..,..
Mauritius,MUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.17034,3.50989,..,..,..,..,..,..,..,3.93976,3.76911,3.11486,3.0609,4.41583,4.31307,4.0782,3.69751,3.1854,3.06307,3.04731,3.55147,3.33207,3.4182,3.61579,4.91695,4.88667,5.0136,5.02313,4.83459,4.71935,..,..,..,..,..,..
Mauritius,MUS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,79.86866,..,..,..,..,..,..,..,..,..,84.30309,..,..,..,..,..,..,..,..,..,..,89.24984,91.76601,91.49003,92.47476,92.7076,93.15784,..,91.32539,..,..,..,..,..,..,..
Mayotte,MYT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,209888,257508,226919,285396,392900,461881,529379,529542,442046,13655,2420,14999,26525,31635,36460,21959,11664,1966,9196,2309,18757,35529,44730,54731,67610,77591,88053,97717,93645,..,..,..,..,..,..,..
Mexico,MEX,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,112.25263,111.34619,111.04736,110.55015,109.83829,109.43838,108.69319,108.58006,108.35163,108.59282,108.99793,109.07219,109.425,109.50614,108.99918,108.60084,108.17477,108.79971,109.42442,110.54528,110.63349,110.54076,110.41345,109.44148,108.00575,106.60611,106.27773,105.77001,105.02807,..,..,..,..,..,..,..
Mexico,MEX,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,75.52003,78.10009,81.10486,83.2009,88.73926,91.72661,95.68102,98.31638,101.01341,105.93005,106.61935,106.6612,108.66377,109.94393,112.97055,112.07429,113.56568,114.35609,116.98146,120.11527,123.97309,128.5689,129.19886,126.2137,125.95798,..,..,..,..,..,..,..
Mexico,MEX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.32498,2.548,3.00502,..,3.64709,3.69256,..,..,3.36529,3.53536,3.99244,4.24104,4.45496,5.07258,4.72671,4.84569,4.69992,4.69051,4.82007,5.18794,5.15922,5.10565,5.1031,4.69605,5.26062,5.23524,4.90949,4.52282,..,..,..,..,..,..,..,..
Mexico,MEX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,87.55615,..,..,..,..,..,..,..,..,..,90.53562,..,90.27465,..,90.95374,91.63027,91.73452,92.79517,92.9256,93.44188,93.06894,93.51998,94.2284,93.96285,94.55588,94.47228,94.85962,94.97278,95.37991,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1308,2059,1440,..,..,1474,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112.88702,111.096,..,113.11255,..,..,..,..,..,..,101.43212,97.17474,97.03672,..,..,96.8056,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.87219,98.81784,..,99.34211,..,..,..,..,..,..,91.49373,86.5874,..,..,..,83.26583,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,6.42491,6.70687,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.40792,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,6682427,6674082,7713546,7769339,7250888,7791258,7093397,7144644,7233007,6918324,6398065,5348501,4548201,4188261,3851844,3967200,4027151,3453388,3135848,2793693,2322527,2344683,1986473,2397917,2627967,2600672,2659470,2618011,2576943,2652317,..,..,..,..,..,..
Middle East & North Africa,MEA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,93.427,94.11106,92.03204,92.27414,93.96773,92.4416,94.20101,94.14041,94.83957,95.68816,96.543,97.78526,99.0424,99.99069,100.26164,100.11526,100.8052,101.67187,102.23965,102.94859,103.76146,103.75338,105.77751,106.50826,104.76344,104.33662,104.25964,104.13423,104.22922,104.27201,..,..,..,..,..,..
Middle East & North Africa,MEA,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,72.80275,73.54103,76.10912,77.40671,79.04325,81.18749,81.98629,82.50932,84.46023,84.96256,86.47104,86.21672,86.05201,85.66296,87.24747,90.52513,90.66411,92.07331,92.69468,89.88775,91.36583,93.65481,91.62275,92.13784,92.80841,93.69531,..,..,..,..,..,..
Middle East & North Africa,MEA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,4.56979489326477,..,..,4.67156982421875,..,..,..,..,6.20182991027832,..,..,5.37147998809814,..,4.28998994827271,..,4.46613502502442,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,57.93724,59.1915,60.1942,61.06261,62.03443,63.54452,64.8846,65.82185,67.0244,68.09252,69.10522,70.23477,70.68381,73.94261,74.8512,74.43712,74.57665,75.07904,75.76854,75.66799,76.48092,77.26802,79.89382,79.69486,81.14234,79.43243,80.45519,81.5254,78.98143,79.31014,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,5452473,5384658,6407834,6481859,5993060,6587857,5952261,6053674,6210117,5947574,5463407,4456519,3714031,3406584,3131936,3303891,3448224,2987081,2755874,2501337,2196952,2220835,1948241,2288624,2522554,2565459,2582241,2466535,2388924,2416132,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,94.79357,95.59054,93.18711,93.30625,95.03058,93.13372,94.92436,94.71967,95.39137,96.24839,97.12933,98.45862,99.6984,100.60166,100.75667,100.44196,101.06861,101.77984,102.24235,102.87811,103.59021,103.54478,105.51069,105.85342,103.65956,103.76421,104.14207,104.47663,104.61117,104.62395,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,71.31529,71.98897,74.75498,76.0495,77.83906,80.18418,81.03977,81.61311,83.74449,84.26632,85.89415,85.59561,85.29987,84.65531,86.18817,89.39088,89.21548,90.59319,91.10077,87.4574,88.70772,91.68889,90.22434,90.67177,91.10807,92.12377,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,4.18530988693237,..,..,..,..,..,..,..,..,..,..,..,4.46613502502442,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,55.63357,56.94409,58.01356,58.938,59.95622,61.58005,62.98683,63.9375,65.12838,66.2284,67.26866,68.42131,68.73656,72.39302,73.29117,72.70405,72.69732,73.11501,73.71545,73.45041,74.27388,74.50911,77.51191,77.1405,78.79463,76.62332,77.81656,79.03477,75.96434,76.34241,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,5419759,5350931,6372826,6445343,5954789,6547605,5914149,6019468,6175651,5912922,5429938,4413489,3668834,3356934,3078296,3240210,3382016,2917836,2697411,2451350,2153920,2182853,1924617,2266630,2505086,2545967,2563543,2454341,2375910,2398573,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,94.8138,95.6163,93.19527,93.31548,95.05353,93.14216,94.93651,94.71433,95.38732,96.24764,97.13593,98.49415,99.77179,100.70957,100.90728,100.58626,101.23369,101.95377,102.40734,103.04056,103.73973,103.6708,105.62763,105.96276,103.72697,103.83537,104.21827,104.54001,104.67971,104.70253,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,71.21494,71.90113,74.68238,75.96223,77.75475,80.11461,80.95131,81.48664,83.62071,84.10006,85.66751,85.35573,85.02652,84.38932,86.02818,89.35549,89.24702,90.69398,91.21903,87.44208,88.68634,91.69,90.12238,90.53794,90.9352,91.97763,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,55.39274,56.71228,57.78864,58.71174,59.72955,61.35857,62.76903,63.73198,64.91188,66.01417,67.05738,68.21525,68.51264,72.20115,73.10868,72.5073,72.49503,72.90986,73.5114,73.23498,74.06036,74.29205,77.31735,76.93567,78.60376,76.40354,77.60457,78.83198,75.72258,76.09991,..,..,..,..,..,..
Middle income,MIC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,71043055,71196445,72745534,72771854,74171640,79013344,81736484,83353422,79598724,72312123,66952442,63838230,61230984,52695219,48190916,44739924,44489869,36632826,37913685,38845595,38136039,38901697,37559533,36389087,36127711,36880999,36322901,36263974,36975396,36793442,..,..,..,..,..,..
Middle income,MIC,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,103.81691,102.91124,102.3898,102.32677,102.09231,101.78998,100.75145,99.69414,100.31883,100.79924,101.74012,102.52903,102.43955,103.93915,104.11583,104.11988,103.85451,104.48333,104.3455,104.19115,104.06662,104.479,105.12215,104.86622,103.14754,102.96544,104.87537,104.53758,101.09489,101.56163,..,..,..,..,..,..
Middle income,MIC,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,67.74102,69.38325,72.3164,72.73134,72.12244,71.28411,71.89511,73.04461,74.80115,76.28647,77.93527,79.56064,80.35179,82.22597,82.60925,82.62361,84.22765,84.8698,84.92773,86.08626,86.4586,87.00313,87.08234,86.8847,87.48051,87.88768,..,..,..,..,..,..
Middle income,MIC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,4.11037015914917,3.8211749792099,3.84943509101868,3.81085991859436,3.95861995220184,3.56326496601104,3.8992999792099,3.90268003940582,3.66878998279571,4.16305994987488,4.41245985031128,4.50743007659912,4.14774990081787,4.40215516090393,4.475830078125,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,70.59495,71.36144,72.05007,72.63797,73.19617,73.75205,74.3034,76.993,78.57224,78.98827,79.17662,79.56095,80.02049,80.70119,81.15909,81.16109,81.61647,81.94613,82.57233,82.96507,83.53068,83.69688,84.26536,84.47999,84.99931,85.21755,85.77729,86.05455,86.08866,86.39626,..,..,..,..,..,..
Moldova,MDA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,0,0,0,2347,3339,8887,13499,14487,13108,13071,12754,11940,11918,11690,11577,12615,12708,13968,13954,16045,..,..,..,..,..,..
Moldova,MDA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,89.98228,93.03817,93.32589,92.35527,91.32921,95.17842,94.39508,94.74525,..,99.72229,101.37638,99.36111,99.47889,99.48654,99.82285,97.89131,96.65267,94.41768,94.02987,93.57756,93.54078,93.60298,93.79797,93.76831,93.06422,92.41278,91.75292,91.25053,90.61876,89.52357,..,..,..,..,..,..
Moldova,MDA,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,89.70938,89.57095,88.66113,..,87.35669,90.60771,90.07461,90.99436,92.18582,92.11088,92.39764,92.89274,90.51734,90.06114,89.28557,88.83833,88.10195,87.5003,86.66929,87.03809,86.78948,86.69996,86.55013,86.5506,85.70284,..,..,..,..,..,..
Moldova,MDA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,9.89664,..,..,4.66256,4.48639,4.84685,5.49791,5.42489,6.77104,7.1627,7.49899,8.29337,8.23727,9.50976,7.5923,7.13638,6.98339,..,6.26602,..,5.60845,5.61844,5.43973,..,..,..,..,..,..,..
Moldova,MDA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,96.6538,..,..,..,98.3585,..,..,98.62229,..,99.06996,99.02318,..,99.13831,..,99.35989,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,0.9136,..,..,1.06457,1.08224,1.21242,1.20883,1.19528,1.25536,..,..,..,1.24386,..,..,..,..,1.35459,1.31735,1.58989,1.78004,1.3344,1.02195,..,1.37093,1.45793,..,..,..,..,..,..,..,..
Monaco,MCO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,34408,28866,37725,28938,24154,18273,14278,16204,31752,15524,17214,5091,1945,604,687,1257,1335,2050,8849,9516,6397,1761,1672,2151,..,..,..,..,..,..,..
Mongolia,MNG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,101.46306,100.05112,91.57189,80.55654,80.66103,87.41814,93.72441,92.45568,94.654,96.73903,99.02283,101.42435,102.07097,105.41341,108.53481,97.97884,100.79995,100.01965,103.52077,114.51913,125.74804,122.08741,116.79313,108.6923,101.33482,100.36237,102.9698,102.93409,104.04036,..,..,..,..,..,..,..
Mongolia,MNG,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,90.76849,84.99384,75.9415,..,69.39576,69.03903,57.68268,59.97172,69.68076,74.2217,78.12277,82.52008,87.94767,92.63438,95.7142,94.99879,96.00455,97.89219,100.95653,92.18446,..,..,..,..,..,..,97.12158,97.61091,..,..,..,..,..,..,..
Mongolia,MNG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,3.94897,5.49302,5.14566,5.55037,..,7.21078,..,4.32573,..,..,4.69013,..,5.14485,4.6451,4.60903,5.19521,4.94077,4.71485,4.17699,5.18061,4.08859,..,..,..,..,..,..,..,..
Mongolia,MNG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,97.76885,..,..,..,..,..,..,..,..,..,98.257,..,..,..,..,..,..,..,98.42312,..,..,..,..,..,..,..
Montenegro,MNE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0,0,1242,1273,..,..,589,1027,..,..,1680,2140,1097,784,2,..,..,..,..,..,..
Montenegro,MNE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,107.35648,108.18607,112.69671,116.99686,119.29562,121.90464,115.83937,110.43467,98.31417,97.3309,..,..,95.40309,95.94375,98.11321,100.00255,100.63338,..,..,..,..,..,..
Montenegro,MNE,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,..,..,103.0251,103.29119,103.19571,103.6563,104.06973,103.0636,108.32868,113.28342,97.13194,95.32553,..,..,97.91529,96.45523,94.70139,91.9954,91.30642,..,..,..,..,..,..
Montenegro,MNE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,93.46274,..,..,..,..,..,..,..,..,..,..,..,97.77346,..,..,..,..,..,..,..,98.44221,..,..,..,..,..,..,98.84718,..,..,..,..,..,..,..
Montserrat,MSR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,397,226,91,23,..,..,..,..,..,..,..,..,..,..,..,69,..,12,..,..,..,..,..,..,..,..,..
Montserrat,MSR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,108.20257,116.7033,117.77944,119.81637,119.51411,117.65663,102.77056,93.05019,28.8764,53.11653,63.72712,84.28571,106.54206,..,130.72626,156.13497,171.04377,178.1362,..,158.49673,..,..,..,..,94.4086,..,108.40909,105.8548,109.52381,..,..,..,..,..,..,..
Montserrat,MSR,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,51.06383,63.4058,92.827,81.19266,..,85.99034,93.26923,102.40385,106.09137,..,156.49351,..,..,..,..,172.30769,..,124.04372,92.96482,96.05911,..,..,..,..,..,..,..
Montserrat,MSR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,4.34611,5.88001,3.77469,4.78911,..,..,3.84379,..,4.77655,5.32808,5.24605,5.12753,..,..,..,..,..,..,..,..,8.32227,..,..,..,..,..,..,..
Montserrat,MSR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1410722,1722063,1738425,1679793,1587682,1475539,1373244,1294838,1307153,885504,765766,671438,574268,511100,511221,472066,412310,349273,329062,363630,242333,205179,228065,178992,203684,..,162240,89998,7804,16064,..,..,..,..,..,..
Morocco,MAR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,67.43396,63.9345,65.01112,67.7014,70.69576,73.81507,76.5652,78.83933,82.20486,87.6807,92.98183,97.40866,102.42845,105.00376,105.44494,105.92903,105.87267,107.74911,107.3729,107.17199,109.70624,110.74248,110.71625,110.30446,109.95761,109.52397,110.39578,112.40216,113.87658,114.76468,..,..,..,..,..,..
Morocco,MAR,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,48.1057,48.00813,46.1944,48.42401,51.00851,54.23344,57.48025,58.92914,61.31002,64.55189,68.55489,73.37017,76.24503,78.48556,79.23616,82.06254,85.14533,90.43064,93.09193,93.22852,..,97.02064,97.51438,99.56783,..,..,..,..,..,..
Morocco,MAR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.51049,4.30316,..,4.82497,..,4.73481,..,..,5.11554,5.14016,..,..,..,..,..,..,..,..,5.34215,5.26064,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,41.59411,..,..,..,..,..,..,..,..,..,52.30626,..,..,..,55.14792,56.08367,..,67.08416,69.42539,..,..,..,..,..,73.75001,..,..,..,..,..,..,..
Mozambique,MOZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1020915,1063505,1119479,1169625,1175015,1151147,..,..,1599731,1522352,1435782,1325554,1527412,..,1132053,966629,843000,657619,538724,511698,470189,597664,604749,561413,534910,461026,513572,576566,353839,143339,..,..,..,..,..,..
Mozambique,MOZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,66.24655,63.47509,61.3771,61.32789,63.57994,67.80766,..,..,65.44826,70.71368,76.15756,82.17198,84.97401,..,93.83342,100.37162,102.43073,108.18222,112.05193,111.90497,112.53258,108.21974,106.90179,107.85539,107.59802,108.62914,108.64656,107.81325,112.60498,116.38114,..,..,..,..,..,..
Mozambique,MOZ,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,15.76248,16.76631,..,..,..,7.36743,8.80233,9.92821,12.26534,..,15.684,19.10519,22.12617,25.54284,28.20315,31.54673,33.56951,34.45757,33.52783,43.04568,40.7608,40.31955,..,37.94492,..,..,..,..,..,..,..,..
Mozambique,MOZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,1.78144,2.81947,..,..,..,..,3.34515,4.01987,3.88307,..,..,..,..,..,5.67216,6.11533,..,..,5.86504,5.50556,5.49985,..,..,..,..,..,..,..
Mozambique,MOZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,38.70788,..,..,..,..,..,48.15884,..,..,..,..,..,50.58381,..,..,..,..,..,56.039,..,60.65543,..,..,..,..,..,..,..,..
Myanmar,MMR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,509055,451023,554804,467899,544703,563381,578790,565528,524682,575412,574334,..,..,..,196697,..,..,112231,91889,..,..,..,..,..,..,..
Myanmar,MMR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,91.55011,101.31415,110.06526,111.36072,111.9886,106.4711,105.66295,101.23451,..,94.85905,98.05366,97.1261,97.10213,98.86146,98.84652,98.13961,97.78436,97.87498,98.96247,97.98311,98.11195,..,..,..,101.83121,..,108.90444,112.22365,112.30667,..,..,..,..,..,..,..
Myanmar,MMR,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,36.77371,40.24782,41.65095,43.83007,44.58314,48.60527,49.91185,52.36728,52.56239,54.41179,53.81088,54.46959,..,..,..,60.24384,..,68.17772,71.83867,75.61525,..,..,..,..,..,..,..
Myanmar,MMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,1.20248,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.78744,..,..,..,..,..,2.08768,1.92289,1.93208,..,..,..,..,..,..
Myanmar,MMR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,89.94176,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.5512,..,..,..,..,..,..,..,..,..
Namibia,NAM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,61297,..,55839,..,52485,50947,53692,50477,43996,42206,36328,30111,22815,21958,30058,29584,39462,29763,30748,28187,24953,..,12748,4095,..,..,..,5446,5999,..,..,..,..,..,..,..
